"5100001737/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","59270.74","USD","2017-02-03","","","2017-01-17","","","",0,"X","00163E1988461ED6BAC7BB9DC10DC919"
"5100001738/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","69076.88","USD","2017-02-03","","","2017-01-18","","","",0,"X","00163E1988461ED6BAC7BBDD199C6919"
"5100001739/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","86259.32","USD","2017-02-03","","","2017-01-19","","","",0,"X","00163E1988461ED6BAC7BC253A4AE919"
"5100002599/2017","","Vendor V8007","Posted","1710","Company Code 1710","209236.00","USD","2017-04-24","4500002969","","2017-04-10","","","",0,"X","00163E1A3DD91EE78A93C8A9BD60267D"
"5100001740/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","14492.26","USD","2017-02-03","","","2017-01-20","","","",0,"X","00163E1988461ED6BAC7BC516D8D4919"
"5100002600/2017","","Vendor V8007","Posted","1710","Company Code 1710","152014.00","USD","2017-04-24","4500002970","","2017-04-11","","","",0,"X","00163E1A3DD91EE78A93C93158FB067D"
"5100001741/2017","","Vendor V8003","Posted","1710","Company Code 1710","229250.97","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8B277D1A9CB87"
"5100002601/2017","","Vendor V8007","Posted","1710","Company Code 1710","104618.00","USD","2017-04-24","4500002971","","2017-04-12","","","",0,"X","00163E1A3DD91EE78A93C9A468A7C67D"
"5100001742/2017","","Vendor V8003","Posted","1710","Company Code 1710","121113.72","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8B2E3D02B0B87"
"5100002602/2017","","Vendor V8007","Posted","1710","Company Code 1710","186116.00","USD","2017-04-24","4500002972","","2017-04-13","","","",0,"X","00163E1A3DD91EE78A93CA152EF7C67F"
"5100001743/2017","","Vendor V8003","Posted","1710","Company Code 1710","250878.42","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8B355DE460B87"
"5100002603/2017","","Vendor V8007","Posted","1710","Company Code 1710","232356.00","USD","2017-04-24","4500002973","","2017-04-14","","","",0,"X","00163E1A3DD91EE78A93CA8892C8867F"
"5100001744/2017","","Vendor V8003","Posted","1710","Company Code 1710","263854.89","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8B3DC96DF0B87"
"5100002604/2017","","Vendor V8007","Posted","1710","Company Code 1710","136986.00","USD","2017-04-24","4500002974","","2017-04-15","","","",0,"X","00163E1A3DD91EE78A93CAE4DD11667F"
"5100001745/2017","","Vendor V8003","Posted","1710","Company Code 1710","216274.50","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8B43C0BE30B87"
"5100002605/2017","","Vendor V8007","Posted","1710","Company Code 1710","102306.00","USD","2017-04-24","4500002975","","2017-04-16","","","",0,"X","00163E1A3DD91EE78A93CB58AC6B467F"
"5100001746/2017","","Vendor V8003","Posted","1710","Company Code 1710","237901.95","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8B4AE3BE08B87"
"5100002606/2017","","Vendor V8007","Posted","1710","Company Code 1710","228888.00","USD","2017-04-24","4500002976","","2017-04-17","","","",0,"X","00163E1A3DD91EE78A93CBCA5DC08680"
"5100001747/2017","","Vendor V8003","Posted","1710","Company Code 1710","337388.22","USD","2017-02-03","","","2017-01-31","","","",0,"X","00163E1988461ED6BAC8B51F66890B87"
"5100002607/2017","","Vendor V8007","Posted","1710","Company Code 1710","208658.00","USD","2017-04-24","4500002977","","2017-04-18","","","",0,"X","00163E1A3DD91EE78A93CC160BA0A680"
"5100001748/2017","","Vendor V8003","Posted","1710","Company Code 1710","224925.48","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8B59212ADCB88"
"5100002608/2017","","Vendor V8007","Posted","1710","Company Code 1710","97682.00","USD","2017-04-24","4500002978","","2017-04-19","","","",0,"X","00163E1A3DD91EE78A93CC9E3AFE0680"
"5100001749/2017","","Vendor V8003","Posted","1710","Company Code 1710","164368.62","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8B60453EBCBAE"
"5100002609/2017","","Vendor V8007","Posted","1710","Company Code 1710","147390.00","USD","2017-04-24","4500002979","","2017-04-20","","","",0,"X","00163E1A3DD91EE78A93CD0F29840680"
"5100001750/2017","","Vendor V8003","Posted","1710","Company Code 1710","320086.26","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8B676B9016BAE"
"5100002610/2017","","Vendor V8007","Posted","1710","Company Code 1710","150858.00","USD","2017-04-24","4500002980","","2017-04-21","","","",0,"X","00163E1A3DD91EE78A93CD6ED142E680"
"5100001751/2017","","Vendor V8003","Posted","1710","Company Code 1710","151392.15","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8B6E95F96CBAE"
"5100002611/2017","","Vendor V8007","Posted","1710","Company Code 1710","69938.00","USD","2017-04-24","4500002981","","2017-04-24","","","",0,"X","00163E1A3DD91EE78A93CDE43F47C680"
"5100001752/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","138212.29","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8B787087E0BAE"
"5100002612/2017","","Vendor V8007","Posted","1710","Company Code 1710","29674.30","USD","2017-04-24","4500002982","","2017-04-01","","","",0,"X","00163E1A3DD91EE78A93CE6485078681"
"5100001753/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","109332.11","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8B7E16039CBAE"
"5100002613/2017","","Vendor V8007","Posted","1710","Company Code 1710","67284.75","USD","2017-04-24","4500002983","","2017-04-02","","","",0,"X","00163E1A3DD91EE78A93CEC48AD36681"
"5100002614/2017","","Vendor V8007","Posted","1710","Company Code 1710","76256.05","USD","2017-04-24","4500002984","","2017-04-03","","","",0,"X","00163E1A3DD91EE78A93CF3BEBC60681"
"5100002615/2017","","Vendor V8007","Posted","1710","Company Code 1710","56588.20","USD","2017-04-24","4500002985","","2017-04-04","","","",0,"X","00163E1A3DD91EE78A93CF97ACD5A681"
"5100002616/2017","","Vendor V8007","Posted","1710","Company Code 1710","51067.40","USD","2017-04-24","4500002986","","2017-04-05","","","",0,"X","00163E1A3DD91EE78A93D0097A5F6681"
"5100002617/2017","","Vendor V8007","Posted","1710","Company Code 1710","21048.05","USD","2017-04-24","4500002987","","2017-04-06","","","",0,"X","00163E1A3DD91EE78A93D07C9A7B0681"
"5100002618/2017","","Vendor V8007","Posted","1710","Company Code 1710","33124.80","USD","2017-04-24","4500002988","","2017-04-07","","","",0,"X","00163E1A3DD91EE78A93D0DCAF812681"
"5100002619/2017","","Vendor V8007","Posted","1710","Company Code 1710","45201.55","USD","2017-04-24","4500002989","","2017-04-08","","","",0,"X","00163E1A3DD91EE78A93D14FA7860681"
"5100002620/2017","","Vendor V8007","Posted","1710","Company Code 1710","48307.00","USD","2017-04-24","4500002990","","2017-04-09","","","",0,"X","00163E1A3DD91EE78A93D1BF76E28681"
"5100001754/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","49508.88","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8B85434D34BAE"
"5100002621/2017","","Vendor V8007","Posted","1710","Company Code 1710","73495.65","USD","2017-04-24","4500002991","","2017-04-10","","","",0,"X","00163E1A3DD91EE78A93D223709D0681"
"5100001755/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","160903.86","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8B8C607CE0BAE"
"5100001756/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","154715.25","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8B938B1620BAE"
"5100001757/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","156778.12","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8B9ABF13E0BAE"
"5100001758/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","198035.52","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8BA1DB051CBB2"
"5100001759/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","103143.50","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8BA8FEF210BB2"
"5100001760/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","127897.94","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8BB023F698BB2"
"5100001761/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","125835.07","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8BB7610680BB2"
"5100001762/2017","","WaveCrest Labs","Posted","1710","Company Code 1710","165029.60","USD","2017-02-03","","","2017-01-31","","","",0,"X","00163E1988461ED6BAC8BBE86FF80BB2"
"5100001763/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","35751.25","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8BC5A6FFA4BB2"
"5100001764/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","36895.29","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8BCCD80690BB2"
"5100001765/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","37753.32","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8BD3F9F0D8BB2"
"5100001766/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","43187.51","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8BDB10CF90BB2"
"5100001767/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","42329.48","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8BE2395EB0BB2"
"5100001768/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","29745.04","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8BE969F7ECBB6"
"5100001769/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","24596.86","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8BF0834CE0BB6"
"5100001770/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","30889.08","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8BF7C90F1CBB6"
"5100001771/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","19162.67","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8BFED2A3DCBB6"
"5100001772/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","13728.48","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8C0681EF88BB6"
"5100001773/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","19162.67","USD","2017-02-03","","","2017-01-31","","","",0,"X","00163E1988461ED6BAC8C0D748F44BB6"
"5100001774/2017","","Vendor V8004","Posted","1710","Company Code 1710","59260.84","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8C14584FFCBB6"
"5100001775/2017","","Vendor V8004","Posted","1710","Company Code 1710","80288.88","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8C1B71FFD0BB6"
"5100001776/2017","","Vendor V8004","Posted","1710","Company Code 1710","76465.60","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8C22A14648BB6"
"5100001777/2017","","Vendor V8004","Posted","1710","Company Code 1710","74553.96","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8C29C4E6A4BB6"
"5100001778/2017","","Vendor V8004","Posted","1710","Company Code 1710","43967.72","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8C3214EB78BBA"
"5100001779/2017","","Vendor V8004","Posted","1710","Company Code 1710","86023.80","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8C394B7D2CBBA"
"5100001780/2017","","Vendor V8004","Posted","1710","Company Code 1710","49702.64","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8C41AF0CC0BBA"
"5100002622/2017","","Vendor V8007","Posted","1710","Company Code 1710","48997.10","USD","2017-04-24","4500002992","","2017-04-11","","","",0,"X","00163E1A3DD91EE78A93D291C1D6C681"
"5100001781/2017","","Vendor V8004","Posted","1710","Company Code 1710","93670.36","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8C492389B8BBB"
"5100002623/2017","","Vendor V8007","Posted","1710","Company Code 1710","65559.50","USD","2017-04-24","4500002993","","2017-04-13","","","",0,"X","00163E1A3DD91EE78A93D303C6880684"
"5100001782/2017","","Vendor V8004","Posted","1710","Company Code 1710","80288.88","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8C513BCF6CBBB"
"5100002624/2017","","Vendor V8007","Posted","1710","Company Code 1710","38300.55","USD","2017-04-24","4500002994","","2017-04-14","","","",0,"X","00163E1A3DD91EE78A93D363660B2684"
"5100001783/2017","","Vendor V8004","Posted","1710","Company Code 1710","63084.12","USD","2017-02-03","","","2017-01-31","","","",0,"X","00163E1988461ED6BAC8C585F7886BBB"
"5100002625/2017","","Vendor V8007","Posted","1710","Company Code 1710","43131.25","USD","2017-04-24","4500002995","","2017-04-15","","","",0,"X","00163E1A3DD91EE78A93D3D5A15CC684"
"5100001784/2017","","Vendor V8004","Posted","1710","Company Code 1710","32497.88","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8C5E42B1E8BBB"
"5100002626/2017","","Vendor V8007","Posted","1710","Company Code 1710","69355.05","USD","2017-04-24","4500002996","","2017-04-17","","","",0,"X","00163E1A3DD91EE78A93D422A8CD2684"
"5100001785/2017","","Vendor V8005","Posted","1710","Company Code 1710","167391.86","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8C67E6EE56BBB"
"5100002627/2017","","Vendor V8007","Posted","1710","Company Code 1710","42786.20","USD","2017-04-24","4500002997","","2017-04-18","","","",0,"X","00163E1A3DD91EE78A93D4AB08AA8684"
"5100001786/2017","","Vendor V8005","Posted","1710","Company Code 1710","84773.56","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8C6DAF04B8BBB"
"5100002628/2017","","Vendor V8007","Posted","1710","Company Code 1710","73150.60","USD","2017-04-24","4500002998","","2017-04-19","","","",0,"X","00163E1A3DD91EE78A93D51A8211C684"
"5100001787/2017","","Vendor V8005","Posted","1710","Company Code 1710","122849.82","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8C761AAF00BBC"
"5100002629/2017","","Vendor V8007","Posted","1710","Company Code 1710","43131.25","USD","2017-04-24","4500002999","","2017-04-20","","","",0,"X","00163E1A3DD91EE78A93D580C3288684"
"5100001788/2017","","Vendor V8005","Posted","1710","Company Code 1710","114947.20","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8C7EA9B710BBF"
"5100002630/2017","","Vendor V8007","Posted","1710","Company Code 1710","48307.00","USD","2017-04-24","4500003000","","2017-04-21","","","",0,"X","00163E1A3DD91EE78A93D5EDD1F54684"
"5100001789/2017","","Vendor V8005","Posted","1710","Company Code 1710","153023.46","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8C86DBEA80BC0"
"5100002631/2017","","Vendor V8007","Posted","1710","Company Code 1710","52792.65","USD","2017-04-24","4500003001","","2017-04-24","","","",0,"X","00163E1A3DD91EE78A93D64B7ACDE684"
"5100001790/2017","","Vendor V8005","Posted","1710","Company Code 1710","168828.70","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8C8E27692EBC0"
"5100002632/2017","","Vendor V8007","Posted","1710","Company Code 1710","39680.75","USD","2017-04-24","4500003002","","2017-04-12","","","",0,"X","00163E1A3DD91EE78A93D6BDA9278684"
"5100001791/2017","","Vendor V8005","Posted","1710","Company Code 1710","147276.10","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8C95583068BC0"
"5100002633/2017","","Vendor V8007","Posted","1710","Company Code 1710","54517.90","USD","2017-04-24","4500003003","","2017-04-16","","","",0,"X","00163E1A3DD91EE78A93D730347B4684"
"5100001792/2017","","Vendor V8005","Posted","1710","Company Code 1710","97705.12","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8C9D719560BC0"
"5100002634/2017","","Vendor V8005","Posted","1710","Company Code 1710","17593.52","USD","2017-04-24","4500003004","","2017-04-01","","","",0,"X","00163E1A3DD91EE78A93D77ED0FE669E"
"5100001793/2017","","Vendor V8005","Posted","1710","Company Code 1710","137936.64","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8CA48F5688BC0"
"5100002635/2017","","Vendor V8005","Posted","1710","Company Code 1710","45861.76","USD","2017-04-24","4500003005","","2017-04-02","","","",0,"X","00163E1A3DD91EE78A93D804B5E906AD"
"5100001794/2017","","Vendor V8005","Posted","1710","Company Code 1710","109199.84","USD","2017-02-03","","","2017-01-31","","","",0,"X","00163E1988461ED6BAC8CAA7A8ECEBC0"
"5100001795/2017","","Vendor V8005","Posted","1710","Company Code 1710","86928.82","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8CB41F1D14BC0"
"5100001796/2017","","Vendor V8006","Posted","1710","Company Code 1710","68656.32","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8CB9FA8F7CBC0"
"5100002636/2017","","Vendor V8005","Posted","1710","Company Code 1710","33605.60","USD","2017-04-24","4500003006","","2017-04-03","","","",0,"X","00163E1A3DD91EE78A93D8753B4746AD"
"5100001797/2017","","Vendor V8006","Posted","1710","Company Code 1710","62934.96","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8CC3B2AF0CBEC"
"5100002637/2017","","Vendor V8005","Posted","1710","Company Code 1710","31826.48","USD","2017-04-24","4500003007","","2017-04-04","","","",0,"X","00163E1A3DD91EE78A93D8D94C71C6AD"
"5100001798/2017","","Vendor V8006","Posted","1710","Company Code 1710","49108.34","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8CCAB05D6CBED"
"5100002638/2017","","Vendor V8005","Posted","1710","Company Code 1710","50013.04","USD","2017-04-24","4500003008","","2017-04-05","","","",0,"X","00163E1A3DD91EE78A93D94748F086AD"
"5100001799/2017","","Vendor V8006","Posted","1710","Company Code 1710","40049.52","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8CD0AED1BCBED"
"5100002639/2017","","Vendor V8005","Posted","1710","Company Code 1710","36570.80","USD","2017-04-24","4500003009","","2017-04-06","","","",0,"X","00163E1A3DD91EE78A93D9A578F7A6AD"
"5100001800/2017","","Vendor V8006","Posted","1710","Company Code 1710","31944.26","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8CDA55FC8CBED"
"5100002640/2017","","Vendor V8005","Posted","1710","Company Code 1710","34198.64","USD","2017-04-24","4500003010","","2017-04-07","","","",0,"X","00163E1A3DD91EE78A93DA1B1C7186AD"
"5100001801/2017","","Vendor V8006","Posted","1710","Company Code 1710","61981.40","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8CE0261474BED"
"5100002641/2017","","Vendor V8005","Posted","1710","Company Code 1710","51792.16","USD","2017-04-24","4500003011","","2017-04-08","","","",0,"X","00163E1A3DD91EE78A93DA8CEE6DC6AD"
"5100001802/2017","","Vendor V8006","Posted","1710","Company Code 1710","30513.92","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8CE7477228BED"
"5100002642/2017","","Vendor V8005","Posted","1710","Company Code 1710","26884.48","USD","2017-04-24","4500003012","","2017-04-09","","","",0,"X","00163E1A3DD91EE78A93DAF20AB1C6AD"
"5100001803/2017","","Vendor V8006","Posted","1710","Company Code 1710","89157.86","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8CF040F050BEE"
"5100002643/2017","","Vendor V8005","Posted","1710","Company Code 1710","41710.48","USD","2017-04-24","4500003013","","2017-04-10","","","",0,"X","00163E1A3DD91EE78A93DB5EA48406AD"
"5100001804/2017","","Vendor V8006","Posted","1710","Company Code 1710","56736.82","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8CF6CA73D0BEE"
"5100002644/2017","","Vendor V8005","Posted","1710","Company Code 1710","24710.00","USD","2017-04-24","4500003014","","2017-04-11","","","",0,"X","00163E1A3DD91EE78A93DBD03F6486AF"
"5100001805/2017","","Vendor V8006","Posted","1710","Company Code 1710","46724.44","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8CFDFE7D6CBEE"
"5100002645/2017","","Vendor V8005","Posted","1710","Company Code 1710","39536.00","USD","2017-04-24","4500003015","","2017-04-12","","","",0,"X","00163E1A3DD91EE78A93DC410EABC6AF"
"5100001806/2017","","Vendor V8006","Posted","1710","Company Code 1710","45294.10","USD","2017-02-03","","","2017-01-31","","","",0,"X","00163E1988461ED6BAC8D079A92C0BF1"
"5100002646/2017","","Vendor V8005","Posted","1710","Company Code 1710","37361.52","USD","2017-04-24","4500003016","","2017-04-13","","","",0,"X","00163E1A3DD91EE78A93DCA0253926AF"
"5100001807/2017","","Vendor V8007","Posted","1710","Company Code 1710","90168.00","USD","2017-02-03","","","2017-01-21","","","",0,"X","00163E1988461ED6BAC8D0D7139D8BF1"
"5100002647/2017","","Vendor V8005","Posted","1710","Company Code 1710","35977.76","USD","2017-04-24","4500003017","","2017-04-14","","","",0,"X","00163E1A3DD91EE78A93DD13EEFE26AF"
"5100001808/2017","","Vendor V8007","Posted","1710","Company Code 1710","105196.00","USD","2017-02-03","","","2017-01-22","","","",0,"X","00163E1988461ED6BAC8D14C7661CBF1"
"5100002648/2017","","Vendor V8005","Posted","1710","Company Code 1710","39338.32","USD","2017-04-24","4500003018","","2017-04-15","","","",0,"X","00163E1A3DD91EE78A93DD87875D06AF"
"5100001809/2017","","Vendor V8007","Posted","1710","Company Code 1710","124270.00","USD","2017-02-03","","","2017-01-23","","","",0,"X","00163E1988461ED6BAC8D1959BDB4BF1"
"5100002649/2017","","Vendor V8005","Posted","1710","Company Code 1710","25303.04","USD","2017-04-24","4500003019","","2017-04-16","","","",0,"X","00163E1A3DD91EE78A93DDF80D6546AF"
"5100001810/2017","","Vendor V8007","Posted","1710","Company Code 1710","97104.00","USD","2017-02-03","","","2017-01-24","","","",0,"X","00163E1988461ED6BAC8D2086AAE4BF1"
"5100002650/2017","","Vendor V8005","Posted","1710","Company Code 1710","12256.16","USD","2017-04-24","4500003020","","2017-04-17","","","",0,"X","00163E1A3DD91EE78A93DE5AF46FC6AF"
"5100002651/2017","","Vendor V8005","Posted","1710","Company Code 1710","24314.64","USD","2017-04-24","4500003021","","2017-04-19","","","",0,"X","00163E1A3DD91EE78A93DECBDC28C6AF"
"5100001811/2017","","Vendor V8007","Posted","1710","Company Code 1710","65314.00","USD","2017-02-03","","","2017-01-25","","","",0,"X","00163E1988461ED6BAC8D27D025A0BF1"
"5100002652/2017","","Vendor V8005","Posted","1710","Company Code 1710","34396.32","USD","2017-04-24","4500003022","","2017-04-20","","","",0,"X","00163E1A3DD91EE78A93DF2FB38486AF"
"5100002653/2017","","Vendor V8005","Posted","1710","Company Code 1710","42501.20","USD","2017-04-24","4500003023","","2017-04-21","","","",0,"X","00163E1A3DD91EE78A93DF9DFF8286AF"
"5100001812/2017","","Vendor V8007","Posted","1710","Company Code 1710","117334.00","USD","2017-02-03","","","2017-01-26","","","",0,"X","00163E1988461ED6BAC8D2C7FDE88BF1"
"5100002654/2017","","Vendor V8005","Posted","1710","Company Code 1710","30245.04","USD","2017-04-24","4500003024","","2017-04-24","","","",0,"X","00163E1A3DD91EE78A93DFFC9E7726B0"
"5100001813/2017","","Vendor V8007","Posted","1710","Company Code 1710","122536.00","USD","2017-02-03","","","2017-01-27","","","",0,"X","00163E1988461ED6BAC8D339ECF20BF1"
"5100002655/2017","","Vendor V8005","Posted","1710","Company Code 1710","29256.64","USD","2017-04-24","4500003025","","2017-04-18","","","",0,"X","00163E1A3DD91EE78A93E0743A77C6B3"
"5100001814/2017","","Vendor V8007","Posted","1710","Company Code 1710","180336.00","USD","2017-02-03","","","2017-01-28","","","",0,"X","00163E1988461ED6BAC8D39926E60BF1"
"5100002656/2017","","EV Parts Inc.","Posted","1710","Company Code 1710","3799.98","USD","2017-04-24","4500003026","","2017-04-01","","","",0,"X","00163E1A3DD91EE78A93E0B9C7D5A6B4"
"5100001815/2017","","Vendor V8007","Posted","1710","Company Code 1710","84966.00","USD","2017-02-03","","","2017-01-29","","","",0,"X","00163E1988461ED6BAC8D411788D4BF1"
"5100001816/2017","","Vendor V8007","Posted","1710","Company Code 1710","73406.00","USD","2017-02-03","","","2017-01-30","","","",0,"X","00163E1988461ED6BAC8D46A44EF4BF1"
