"2017-07-31","OR",4500037313,"1710","10","0","2017-07-31","MZ-FG-R300",2,"USCU_L10","USCU_L10"
"2017-07-01","OR",4500037314,"1710","10","0","2017-07-01","MZ-FG-R300",17,"USCU_S17","USCU_S17"
"2017-07-02","OR",4500037315,"1710","10","0","2017-07-02","MZ-FG-R300",11,"USCU_S14","USCU_S14"
"2017-07-03","OR",4500037316,"1710","10","0","2017-07-03","MZ-FG-R300",6,"USCU_S16","USCU_S16"
"2017-07-04","OR",4500037317,"1710","10","0","2017-07-04","MZ-FG-R300",9,"USCU_S16","USCU_S16"
"2017-07-05","OR",4500037318,"1710","10","0","2017-07-05","MZ-FG-R300",1,"USCU_S14","USCU_S14"
"2017-07-06","OR",4500037319,"1710","10","0","2017-07-06","MZ-FG-R300",4,"USCU_S14","USCU_S14"
"2017-07-07","OR",4500037320,"1710","10","0","2017-07-07","MZ-FG-R300",1,"USCU_S17","USCU_S17"
"2017-07-08","OR",4500037321,"1710","10","0","2017-07-08","MZ-FG-R300",10,"USCU_S14","USCU_S14"
"2017-07-09","OR",4500037322,"1710","10","0","2017-07-09","MZ-FG-R300",6,"USCU_S16","USCU_S16"
"2017-07-10","OR",4500037323,"1710","10","0","2017-07-10","MZ-FG-R300",6,"USCU_S15","USCU_S15"
"2017-07-11","OR",4500037324,"1710","10","0","2017-07-11","MZ-FG-R300",1,"USCU_S16","USCU_S16"
"2017-07-12","OR",4500037325,"1710","10","0","2017-07-12","MZ-FG-R300",9,"USCU_S14","USCU_S14"
"2017-07-14","OR",4500037326,"1710","10","0","2017-07-14","MZ-FG-R300",6,"USCU_S16","USCU_S16"
"2017-07-15","OR",4500037327,"1710","10","0","2017-07-15","MZ-FG-R300",6,"USCU_S17","USCU_S17"
"2017-07-16","OR",4500037328,"1710","10","0","2017-07-16","MZ-FG-R300",10,"USCU_S14","USCU_S14"
"2017-07-18","OR",4500037329,"1710","10","0","2017-07-18","MZ-FG-R300",8,"USCU_S14","USCU_S14"
"2017-07-19","OR",4500037330,"1710","10","0","2017-07-19","MZ-FG-R300",5,"USCU_S15","USCU_S15"
"2017-07-20","OR",4500037331,"1710","10","0","2017-07-20","MZ-FG-R300",7,"USCU_S16","USCU_S16"
"2017-07-21","OR",4500037332,"1710","10","0","2017-07-21","MZ-FG-R300",1,"USCU_S17","USCU_S17"
"2017-07-22","OR",4500037333,"1710","10","0","2017-07-22","MZ-FG-R300",1,"USCU_S14","USCU_S14"
"2017-07-23","OR",4500037334,"1710","10","0","2017-07-23","MZ-FG-R300",8,"USCU_S17","USCU_S17"
"2017-07-24","OR",4500037335,"1710","10","0","2017-07-24","MZ-FG-R300",4,"USCU_S15","USCU_S15"
"2017-07-25","OR",4500037336,"1710","10","0","2017-07-25","MZ-FG-R300",2,"USCU_S16","USCU_S16"
"2017-07-26","OR",4500037337,"1710","10","0","2017-07-26","MZ-FG-R300",5,"USCU_S14","USCU_S14"
"2017-07-28","OR",4500037338,"1710","10","0","2017-07-28","MZ-FG-R300",2,"USCU_S17","USCU_S17"
"2017-07-29","OR",4500037339,"1710","10","0","2017-07-29","MZ-FG-R300",5,"USCU_S17","USCU_S17"
"2017-07-30","OR",4500037340,"1710","10","0","2017-07-30","MZ-FG-R300",1,"USCU_S15","USCU_S15"
"2017-07-31","OR",4500037341,"1710","10","0","2017-07-31","MZ-FG-R300",5,"USCU_S15","USCU_S15"
"2017-07-01","OR",4500037342,"1710","10","0","2017-07-01","MZ-FG-R200",17,"USCU_L02","USCU_L02"
"2017-07-02","OR",4500037343,"1710","10","0","2017-07-02","MZ-FG-R200",6,"USCU_L03","USCU_L03"
"2017-07-03","OR",4500037344,"1710","10","0","2017-07-03","MZ-FG-R200",8,"USCU_L02","USCU_L02"
"2017-07-04","OR",4500037345,"1710","10","0","2017-07-04","MZ-FG-R200",1,"USCU_L03","USCU_L03"
"2017-07-05","OR",4500037346,"1710","10","0","2017-07-05","MZ-FG-R200",4,"USCU_L03","USCU_L03"
"2017-07-06","OR",4500037347,"1710","10","0","2017-07-06","MZ-FG-R200",1,"USCU_L03","USCU_L03"
"2017-07-07","OR",4500037348,"1710","10","0","2017-07-07","MZ-FG-R200",1,"USCU_L03","USCU_L03"
"2017-07-08","OR",4500037349,"1710","10","0","2017-07-08","MZ-FG-R200",11,"USCU_L03","USCU_L03"
"2017-07-09","OR",4500037350,"1710","10","0","2017-07-09","MZ-FG-R200",9,"USCU_L03","USCU_L03"
"2017-07-10","OR",4500037351,"1710","10","0","2017-07-10","MZ-FG-R200",8,"USCU_L02","USCU_L02"
"2017-07-11","OR",4500037352,"1710","10","0","2017-07-11","MZ-FG-R200",6,"USCU_L02","USCU_L02"
"2017-07-12","OR",4500037353,"1710","10","0","2017-07-12","MZ-FG-R200",10,"USCU_L03","USCU_L03"
"2017-07-13","OR",4500037354,"1710","10","0","2017-07-13","MZ-FG-R200",12,"USCU_L02","USCU_L02"
"2017-07-14","OR",4500037355,"1710","10","0","2017-07-14","MZ-FG-R200",1,"USCU_L02","USCU_L02"
"2017-07-15","OR",4500037356,"1710","10","0","2017-07-15","MZ-FG-R200",7,"USCU_L01","USCU_L01"
"2017-07-16","OR",4500037357,"1710","10","0","2017-07-16","MZ-FG-R200",9,"USCU_L03","USCU_L03"
"2017-07-18","OR",4500037358,"1710","10","0","2017-07-18","MZ-FG-R200",7,"USCU_L01","USCU_L01"
"2017-07-19","OR",4500037359,"1710","10","0","2017-07-19","MZ-FG-R200",9,"USCU_L03","USCU_L03"
"2017-07-21","OR",4500037360,"1710","10","0","2017-07-21","MZ-FG-R200",3,"USCU_L01","USCU_L01"
"2017-07-22","OR",4500037361,"1710","10","0","2017-07-22","MZ-FG-R200",1,"USCU_L01","USCU_L01"
"2017-07-23","OR",4500037362,"1710","10","0","2017-07-23","MZ-FG-R200",9,"USCU_L01","USCU_L01"
"2017-07-24","OR",4500037363,"1710","10","0","2017-07-24","MZ-FG-R200",10,"USCU_L02","USCU_L02"
"2017-07-25","OR",4500037364,"1710","10","0","2017-07-25","MZ-FG-R200",9,"USCU_L02","USCU_L02"
"2017-07-26","OR",4500037365,"1710","10","0","2017-07-26","MZ-FG-R200",12,"USCU_L02","USCU_L02"
"2017-07-27","OR",4500037366,"1710","10","0","2017-07-27","MZ-FG-R200",9,"USCU_L02","USCU_L02"
"2017-07-28","OR",4500037367,"1710","10","0","2017-07-28","MZ-FG-R200",6,"USCU_L02","USCU_L02"
"2017-07-29","OR",4500037368,"1710","10","0","2017-07-29","MZ-FG-R200",4,"USCU_L03","USCU_L03"
"2017-07-30","OR",4500037369,"1710","10","0","2017-07-30","MZ-FG-R200",10,"USCU_L02","USCU_L02"
"2017-07-31","OR",4500037370,"1710","10","0","2017-07-31","MZ-FG-R200",3,"USCU_L03","USCU_L03"
"2017-07-01","OR",4500037371,"1710","10","0","2017-07-01","MZ-FG-R200",13,"USCU_S05","USCU_S05"
"2017-07-02","OR",4500037372,"1710","10","0","2017-07-02","MZ-FG-R200",1,"USCU_S03","USCU_S03"
"2017-07-03","OR",4500037373,"1710","10","0","2017-07-03","MZ-FG-R200",4,"USCU_S01","USCU_S01"
"2017-07-04","OR",4500037374,"1710","10","0","2017-07-04","MZ-FG-R200",3,"USCU_S04","USCU_S04"
"2017-07-05","OR",4500037375,"1710","10","0","2017-07-05","MZ-FG-R200",10,"USCU_S04","USCU_S04"
"2017-07-06","OR",4500037376,"1710","10","0","2017-07-06","MZ-FG-R200",9,"USCU_S01","USCU_S01"
"2017-07-07","OR",4500037377,"1710","10","0","2017-07-07","MZ-FG-R200",8,"USCU_S03","USCU_S03"
"2017-07-08","OR",4500037378,"1710","10","0","2017-07-08","MZ-FG-R200",3,"USCU_S03","USCU_S03"
"2017-07-09","OR",4500037379,"1710","10","0","2017-07-09","MZ-FG-R200",11,"USCU_S06","USCU_S06"
"2017-07-10","OR",4500037380,"1710","10","0","2017-07-10","MZ-FG-R200",2,"USCU_S03","USCU_S03"
"2017-07-11","OR",4500037381,"1710","10","0","2017-07-11","MZ-FG-R200",4,"USCU_S04","USCU_S04"
"2017-07-12","OR",4500037382,"1710","10","0","2017-07-12","MZ-FG-R200",7,"USCU_S04","USCU_S04"
"2017-07-13","OR",4500037383,"1710","10","0","2017-07-13","MZ-FG-R200",4,"USCU_S05","USCU_S05"
"2017-07-14","OR",4500037384,"1710","10","0","2017-07-14","MZ-FG-R200",3,"USCU_S03","USCU_S03"
"2017-07-15","OR",4500037385,"1710","10","0","2017-07-15","MZ-FG-R200",6,"USCU_S06","USCU_S06"
"2017-07-16","OR",4500037386,"1710","10","0","2017-07-16","MZ-FG-R200",5,"USCU_S01","USCU_S01"
"2017-07-17","OR",4500037387,"1710","10","0","2017-07-17","MZ-FG-R200",7,"USCU_S01","USCU_S01"
"2017-07-18","OR",4500037388,"1710","10","0","2017-07-18","MZ-FG-R200",5,"USCU_S05","USCU_S05"
"2017-07-19","OR",4500037389,"1710","10","0","2017-07-19","MZ-FG-R200",9,"USCU_S06","USCU_S06"
"2017-07-20","OR",4500037390,"1710","10","0","2017-07-20","MZ-FG-R200",8,"USCU_S04","USCU_S04"
"2017-07-21","OR",4500037391,"1710","10","0","2017-07-21","MZ-FG-R200",3,"USCU_S05","USCU_S05"
"2017-07-22","OR",4500037392,"1710","10","0","2017-07-22","MZ-FG-R200",1,"USCU_S05","USCU_S05"
"2017-07-23","OR",4500037393,"1710","10","0","2017-07-23","MZ-FG-R200",9,"USCU_S02","USCU_S02"
"2017-07-24","OR",4500037394,"1710","10","0","2017-07-24","MZ-FG-R200",3,"USCU_S02","USCU_S02"
"2017-07-25","OR",4500037395,"1710","10","0","2017-07-25","MZ-FG-R200",9,"USCU_S02","USCU_S02"
"2017-07-26","OR",4500037396,"1710","10","0","2017-07-26","MZ-FG-R200",5,"USCU_S01","USCU_S01"
"2017-07-27","OR",4500037397,"1710","10","0","2017-07-27","MZ-FG-R200",10,"USCU_S01","USCU_S01"
"2017-07-28","OR",4500037398,"1710","10","0","2017-07-28","MZ-FG-R200",8,"USCU_S01","USCU_S01"
"2017-07-29","OR",4500037399,"1710","10","0","2017-07-29","MZ-FG-R200",2,"USCU_S02","USCU_S02"
"2017-07-30","OR",4500037400,"1710","10","0","2017-07-30","MZ-FG-R200",6,"USCU_S05","USCU_S05"
"2017-07-31","OR",4500037401,"1710","10","0","2017-07-31","MZ-FG-R200",1,"USCU_S06","USCU_S06"
"2017-07-01","OR",4500037402,"1710","10","0","2017-07-01","MZ-FG-R200",15,"USCU_L07","USCU_L07"
"2017-07-02","OR",4500037403,"1710","10","0","2017-07-02","MZ-FG-R200",33,"USCU_L06","USCU_L06"
"2017-07-03","OR",4500037404,"1710","10","0","2017-07-03","MZ-FG-R200",30,"USCU_L04","USCU_L04"
"2017-07-04","OR",4500037405,"1710","10","0","2017-07-04","MZ-FG-R200",22,"USCU_L06","USCU_L06"
"2017-07-05","OR",4500037406,"1710","10","0","2017-07-05","MZ-FG-R200",5,"USCU_L08","USCU_L08"
"2017-07-06","OR",4500037407,"1710","10","0","2017-07-06","MZ-FG-R200",2,"USCU_L08","USCU_L08"
"2017-07-07","OR",4500037408,"1710","10","0","2017-07-07","MZ-FG-R200",3,"USCU_L08","USCU_L08"
"2017-07-08","OR",4500037409,"1710","10","0","2017-07-08","MZ-FG-R200",11,"USCU_L08","USCU_L08"
"2017-07-09","OR",4500037410,"1710","10","0","2017-07-09","MZ-FG-R200",25,"USCU_L08","USCU_L08"
"2017-07-10","OR",4500037411,"1710","10","0","2017-07-10","MZ-FG-R200",31,"USCU_L06","USCU_L06"
"2017-07-11","OR",4500037412,"1710","10","0","2017-07-11","MZ-FG-R200",34,"USCU_L07","USCU_L07"
"2017-07-12","OR",4500037413,"1710","10","0","2017-07-12","MZ-FG-R200",25,"USCU_L04","USCU_L04"
"2017-07-13","OR",4500037414,"1710","10","0","2017-07-13","MZ-FG-R200",10,"USCU_L06","USCU_L06"
"2017-07-14","OR",4500037415,"1710","10","0","2017-07-14","MZ-FG-R200",26,"USCU_L04","USCU_L04"
"2017-07-15","OR",4500037416,"1710","10","0","2017-07-15","MZ-FG-R200",5,"USCU_L06","USCU_L06"
"2017-07-16","OR",4500037417,"1710","10","0","2017-07-16","MZ-FG-R200",24,"USCU_L08","USCU_L08"
"2017-07-17","OR",4500037418,"1710","10","0","2017-07-17","MZ-FG-R200",6,"USCU_L04","USCU_L04"
"2017-07-18","OR",4500037419,"1710","10","0","2017-07-18","MZ-FG-R200",30,"USCU_L04","USCU_L04"
"2017-07-19","OR",4500037420,"1710","10","0","2017-07-19","MZ-FG-R200",7,"USCU_L05","USCU_L05"
"2017-07-20","OR",4500037421,"1710","10","0","2017-07-20","MZ-FG-R200",21,"USCU_L05","USCU_L05"
"2017-07-21","OR",4500037422,"1710","10","0","2017-07-21","MZ-FG-R200",22,"USCU_L08","USCU_L08"
"2017-07-22","OR",4500037423,"1710","10","0","2017-07-22","MZ-FG-R200",16,"USCU_L05","USCU_L05"
"2017-07-24","OR",4500037424,"1710","10","0","2017-07-24","MZ-FG-R200",7,"USCU_L05","USCU_L05"
"2017-07-25","OR",4500037425,"1710","10","0","2017-07-25","MZ-FG-R200",24,"USCU_L06","USCU_L06"
"2017-07-26","OR",4500037426,"1710","10","0","2017-07-26","MZ-FG-R200",27,"USCU_L06","USCU_L06"
"2017-07-27","OR",4500037427,"1710","10","0","2017-07-27","MZ-FG-R200",26,"USCU_L08","USCU_L08"
"2017-07-28","OR",4500037428,"1710","10","0","2017-07-28","MZ-FG-R200",11,"USCU_L05","USCU_L05"
"2017-07-29","OR",4500037429,"1710","10","0","2017-07-29","MZ-FG-R200",4,"USCU_L06","USCU_L06"
"2017-07-30","OR",4500037430,"1710","10","0","2017-07-30","MZ-FG-R200",10,"USCU_L08","USCU_L08"
"2017-07-01","OR",4500037431,"1710","10","0","2017-07-01","MZ-FG-R200",17,"USCU_S12","USCU_S12"
"2017-07-02","OR",4500037432,"1710","10","0","2017-07-02","MZ-FG-R200",16,"USCU_S13","USCU_S13"
"2017-07-03","OR",4500037433,"1710","10","0","2017-07-03","MZ-FG-R200",39,"USCU_S09","USCU_S09"
"2017-07-04","OR",4500037434,"1710","10","0","2017-07-04","MZ-FG-R200",6,"USCU_S08","USCU_S08"
"2017-07-06","OR",4500037435,"1710","10","0","2017-07-06","MZ-FG-R200",7,"USCU_S07","USCU_S07"
"2017-07-07","OR",4500037436,"1710","10","0","2017-07-07","MZ-FG-R200",15,"USCU_S10","USCU_S10"
"2017-07-08","OR",4500037437,"1710","10","0","2017-07-08","MZ-FG-R200",37,"USCU_S12","USCU_S12"
"2017-07-09","OR",4500037438,"1710","10","0","2017-07-09","MZ-FG-R200",19,"USCU_S07","USCU_S07"
"2017-07-10","OR",4500037439,"1710","10","0","2017-07-10","MZ-FG-R200",32,"USCU_S09","USCU_S09"
"2017-07-11","OR",4500037440,"1710","10","0","2017-07-11","MZ-FG-R200",3,"USCU_S07","USCU_S07"
"2017-07-12","OR",4500037441,"1710","10","0","2017-07-12","MZ-FG-R200",34,"USCU_S09","USCU_S09"
"2017-07-13","OR",4500037442,"1710","10","0","2017-07-13","MZ-FG-R200",41,"USCU_S07","USCU_S07"
"2017-07-14","OR",4500037443,"1710","10","0","2017-07-14","MZ-FG-R200",19,"USCU_S13","USCU_S13"
"2017-07-15","OR",4500037444,"1710","10","0","2017-07-15","MZ-FG-R200",9,"USCU_S13","USCU_S13"
"2017-07-16","OR",4500037445,"1710","10","0","2017-07-16","MZ-FG-R200",9,"USCU_S11","USCU_S11"
"2017-07-17","OR",4500037446,"1710","10","0","2017-07-17","MZ-FG-R200",9,"USCU_S10","USCU_S10"
"2017-07-18","OR",4500037447,"1710","10","0","2017-07-18","MZ-FG-R200",13,"USCU_S11","USCU_S11"
"2017-07-19","OR",4500037448,"1710","10","0","2017-07-19","MZ-FG-R200",33,"USCU_S10","USCU_S10"
"2017-07-20","OR",4500037449,"1710","10","0","2017-07-20","MZ-FG-R200",10,"USCU_S13","USCU_S13"
"2017-07-21","OR",4500037450,"1710","10","0","2017-07-21","MZ-FG-R200",14,"USCU_S09","USCU_S09"
"2017-07-22","OR",4500037451,"1710","10","0","2017-07-22","MZ-FG-R200",1,"USCU_S09","USCU_S09"
"2017-07-23","OR",4500037452,"1710","10","0","2017-07-23","MZ-FG-R200",27,"USCU_S07","USCU_S07"
"2017-07-24","OR",4500037453,"1710","10","0","2017-07-24","MZ-FG-R200",29,"USCU_S08","USCU_S08"
"2017-07-25","OR",4500037454,"1710","10","0","2017-07-25","MZ-FG-R200",25,"USCU_S12","USCU_S12"
"2017-07-26","OR",4500037455,"1710","10","0","2017-07-26","MZ-FG-R200",3,"USCU_S11","USCU_S11"
"2017-07-27","OR",4500037456,"1710","10","0","2017-07-27","MZ-FG-R200",20,"USCU_S08","USCU_S08"
"2017-07-28","OR",4500037457,"1710","10","0","2017-07-28","MZ-FG-R200",2,"USCU_S10","USCU_S10"
"2017-07-29","OR",4500037458,"1710","10","0","2017-07-29","MZ-FG-R200",31,"USCU_S09","USCU_S09"
"2017-07-30","OR",4500037459,"1710","10","0","2017-07-30","MZ-FG-R200",25,"USCU_S08","USCU_S08"
"2017-07-31","OR",4500037460,"1710","10","0","2017-07-31","MZ-FG-R200",2,"USCU_S13","USCU_S13"
"2017-07-01","OR",4500037461,"1710","10","0","2017-07-01","MZ-FG-R200",14,"USCU_L10","USCU_L10"
"2017-07-03","OR",4500037462,"1710","10","0","2017-07-03","MZ-FG-R200",19,"USCU_L10","USCU_L10"
