5105601023,4500000853,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-24","14498.70","14498.70","130.62","130.62","EUR"
5105601030,4500000860,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-24","57443.14","57443.14","36.59","36.59","EUR"
5105601035,4500000865,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-25","39610.69","39610.69","131.60","131.60","EUR"
5105601042,4500000872,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-25","39626.60","39626.60","36.86","36.86","EUR"
5105601053,4500000877,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-26","27754.95","27754.95","131.54","131.54","EUR"
5105601060,4500000884,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-26","65291.11","65291.11","36.85","36.85","EUR"
5105601067,4500000895,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-27","18552.67","18552.67","131.58","131.58","EUR"
5105601074,4500000902,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-27","54548.31","54548.31","36.86","36.86","EUR"
5105601079,4500000907,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-28","23564.36","23564.36","131.64","131.64","EUR"
5105601086,4500000914,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-28","53284.75","53284.75","36.88","36.88","EUR"
5105601091,4500000919,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-29","19142.01","19142.01","132.01","132.01","EUR"
5105601098,4500000926,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-29","65008.58","65008.58","36.98","36.98","EUR"
5105601103,4500000931,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-30","33003.46","33003.46","132.01","132.01","EUR"
5105601110,4500000938,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-30","26476.76","26476.76","36.98","36.98","EUR"
5105601123,4500000943,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-07-31","39076.09","39076.09","132.01","132.01","EUR"
5105601130,4500000950,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-07-31","72959.00","72959.00","36.98","36.98","EUR"
5105601135,4500000955,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-01","11482.09","11482.09","131.98","131.98","EUR"
5105601142,4500000962,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-01","3475.06","3475.06","36.97","36.97","EUR"
5105601147,4500000967,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-02","23706.21","23706.21","132.44","132.44","EUR"
5105601154,4500000974,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-02","25448.70","25448.70","37.10","37.10","EUR"
5105601159,4500000980,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-03","13349.71","13349.71","132.18","132.18","EUR"
5105601166,4500000987,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-03","20696.39","20696.39","37.02","37.02","EUR"
5105601171,4500000992,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-04","6434.03","6434.03","131.31","131.31","EUR"
5105601178,4500000999,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-04","34647.38","34647.38","36.78","36.78","EUR"
5105601183,4500001004,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-05","10927.87","10927.87","131.66","131.66","EUR"
5105601190,4500001011,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-05","41453.03","41453.03","36.88","36.88","EUR"
5105601195,4500001016,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-06","16852.62","16852.62","131.66","131.66","EUR"
5105601202,4500001023,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-06","40457.27","40457.27","36.88","36.88","EUR"
5105601213,4500001028,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-07","22645.71","22645.71","131.66","131.66","EUR"
5105601220,4500001035,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-07","53918.44","53918.44","36.88","36.88","EUR"
5105601225,4500001040,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-08","23424.26","23424.26","131.60","131.60","EUR"
5105601232,4500001047,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-08","55735.27","55735.27","36.86","36.86","EUR"
5105601243,4500001052,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-09","20844.41","20844.41","131.93","131.93","EUR"
5105601250,4500001059,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-09","36769.53","36769.53","36.95","36.95","EUR"
5105601255,4500001066,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-10","17107.30","17107.30","131.60","131.60","EUR"
5105601262,4500001073,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-10","33801.80","33801.80","36.86","36.86","EUR"
5105601267,4500001078,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-11","22838.60","22838.60","132.02","132.02","EUR"
5105601274,4500001085,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-11","18970.25","18970.25","36.98","36.98","EUR"
5105601279,4500001090,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-12","13999.80","13999.80","132.07","132.07","EUR"
5105601286,4500001097,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-12","7732.05","7732.05","37.00","37.00","EUR"
5105601297,4500001108,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-13","16377.13","16377.13","132.07","132.07","EUR"
5105601304,4500001115,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-13","36662.50","36662.50","37.00","37.00","EUR"
5105601313,4500001120,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-14","22980.81","22980.81","132.07","132.07","EUR"
5105601320,4500001127,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-14","29078.43","29078.43","37.00","37.00","EUR"
5105601325,4500001132,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-15","15356.55","15419.66","132.93","132.93","EUR"
5105601332,4500001139,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-15","51470.39","51681.93","37.24","37.24","EUR"
5105601337,4500001144,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-17","20133.52","20133.52","132.46","132.46","EUR"
5105601344,4500001151,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-17","29496.85","29496.85","37.10","37.10","EUR"
5105601349,4500001156,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-15","9801.85","9836.68","132.93","132.93","EUR"
5105601360,4500001167,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-16","18146.66","18136.61","132.38","132.38","EUR"
5105601367,4500001174,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-16","32279.57","32261.70","37.08","37.08","EUR"
5105601372,4500001179,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-18","11257.75","11257.75","132.44","132.44","EUR"
5105601379,4500001186,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-18","36802.46","36802.46","37.10","37.10","EUR"
5105601384,4500001193,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-19","14241.48","14241.48","133.10","133.10","EUR"
5105601391,4500001200,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-19","42576.48","42576.48","37.28","37.28","EUR"
5105601399,4500001209,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-20","16504.14","16504.14","133.10","133.10","EUR"
5105601400,4500001210,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-20","16504.14","16504.14","133.10","133.10","EUR"
5105601413,4500001223,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-20","32137.41","32137.41","37.28","37.28","EUR"
5105601414,4500001224,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-20","32137.41","32137.41","37.28","37.28","EUR"
5105601423,4500001232,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-21","25687.90","25687.90","133.10","133.10","EUR"
5105601425,4500001235,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-21","25687.90","25687.90","133.10","133.10","EUR"
5105601437,4500001246,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-21","55811.73","55811.73","37.28","37.28","EUR"
5105601440,4500001249,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-21","55811.73","55811.73","37.28","37.28","EUR"
5105601446,4500001255,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-22","17313.47","17313.47","133.18","133.18","EUR"
5105601453,4500001262,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-22","30478.62","30478.62","37.31","37.31","EUR"
5105601458,4500001267,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-23","15578.57","15578.57","133.15","133.15","EUR"
5105601465,4500001274,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-23","51581.77","51581.77","37.30","37.30","EUR"
5105601470,4500001279,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-24","17040.27","17040.27","133.13","133.13","EUR"
5105601477,4500001286,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-24","19018.18","19018.18","37.29","37.29","EUR"
5105601482,4500001291,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-25","21167.78","21167.78","133.13","133.13","EUR"
5105601489,4500001298,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-25","34531.99","34531.99","37.29","37.29","EUR"
5105601490,4500001299,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-08-25","18264.82","18264.82","62.13","62.13","EUR"
5105601494,4500001303,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-26","13975.54","13975.54","133.10","133.10","EUR"
5105601501,4500001310,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-26","34486.83","34486.83","37.28","37.28","EUR"
5105601502,4500001311,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-08-26","71241.39","71241.39","62.11","62.11","EUR"
5105601506,4500001315,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-27","19698.85","19698.85","133.10","133.10","EUR"
5105601513,4500001322,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-27","47237.64","47237.64","37.28","37.28","EUR"
5105601514,4500001323,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-08-27","8943.99","8943.99","62.11","62.11","EUR"
5105601523,4500001327,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-28","17702.35","17702.35","133.10","133.10","EUR"
5105601530,4500001334,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-28","31019.51","31019.51","37.28","37.28","EUR"
5105601531,4500001335,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-08-28","61986.84","61986.84","62.11","62.11","EUR"
5105601535,4500001339,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-29","24350.03","24350.03","133.06","133.06","EUR"
5105601542,4500001346,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-29","43384.42","43384.42","37.27","37.27","EUR"
5105601548,4500001352,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-30","20416.97","20416.97","132.58","132.58","EUR"
5105601555,4500001359,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-30","22022.05","22022.05","37.14","37.14","EUR"
5105601560,4500001364,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-08-31","21262.89","21262.89","132.07","132.07","EUR"
5105601567,4500001371,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-08-31","16832.17","16832.17","36.99","36.99","EUR"
5105601572,4500001384,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-01","12446.70","12446.70","132.41","132.41","EUR"
5105601579,4500001391,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-01","3338.11","3338.11","37.09","37.09","EUR"
5105601584,4500001396,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-02","8301.69","8301.69","131.77","131.77","EUR"
5105601591,4500001403,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-02","27240.49","27240.49","36.91","36.91","EUR"
5105601596,4500001408,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-03","12123.11","12123.11","131.77","131.77","EUR"
5105601603,4500001415,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-03","27904.89","27904.89","36.91","36.91","EUR"
5105601613,4500001420,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-04","9355.88","9355.88","131.77","131.77","EUR"
5105601620,4500001427,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-04","26170.07","26170.07","36.91","36.91","EUR"
5105601625,4500001432,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-05","18183.84","18183.84","131.77","131.77","EUR"
5105601632,4500001439,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-05","21407.55","21407.55","36.91","36.91","EUR"
5105601637,4500001444,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-06","13834.28","13834.28","131.76","131.76","EUR"
5105601644,4500001451,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-06","28786.86","28786.86","36.91","36.91","EUR"
5105601652,4500001459,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-07","12009.13","12009.13","131.97","131.97","EUR"
5105601659,4500001466,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-07","33121.54","33121.54","36.97","36.97","EUR"
5105601664,4500001471,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-08","6313.18","6313.18","131.53","131.53","EUR"
5105601671,4500001478,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-08","22510.27","22510.27","36.84","36.84","EUR"
5105601686,4500001491,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-09","13937.71","13937.71","131.49","131.49","EUR"
5105601695,4500001502,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-09","35984.26","35984.26","36.83","36.83","EUR"
5105601707,4500001514,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-10","12096.88","12096.88","131.49","131.49","EUR"
5105601714,4500001521,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-10","23314.27","23314.27","36.83","36.83","EUR"
5105601723,4500001526,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-11","15384.08","15384.08","131.49","131.49","EUR"
5105601730,4500001533,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-11","27439.38","27439.38","36.83","36.83","EUR"
5105601735,4500001538,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-12","17470.40","17470.40","131.36","131.36","EUR"
5105601742,4500001545,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-12","20531.37","20531.37","36.80","36.80","EUR"
5105601749,4500001552,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-13","11474.30","11474.30","131.89","131.89","EUR"
5105601756,4500001559,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-13","25823.58","25823.58","36.94","36.94","EUR"
5105601761,4500001564,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-14","12016.96","12016.96","132.06","132.06","EUR"
5105601768,4500001571,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-14","33328.08","33328.08","36.99","36.99","EUR"
5105601773,4500001576,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-15","14753.90","14753.90","131.73","131.73","EUR"
5105601780,4500001583,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-15","15387.12","15387.12","36.90","36.90","EUR"
5105601795,4500001596,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-16","5652.19","5652.19","131.45","131.45","EUR"
5105601804,4500001607,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-16","21650.02","21650.02","36.82","36.82","EUR"
5105601809,4500001612,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-17","10910.05","10910.05","131.45","131.45","EUR"
5105601816,4500001619,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-17","21650.02","21650.02","36.82","36.82","EUR"
5105601823,4500001624,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-18","8938.35","8938.35","131.45","131.45","EUR"
5105601830,4500001631,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-18","30744.51","30744.51","36.82","36.82","EUR"
5105601835,4500001636,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-19","14629.31","14629.31","131.80","131.80","EUR"
5105601842,4500001643,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-19","13733.34","13733.34","36.92","36.92","EUR"
5105601849,4500001650,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-20","14004.49","14004.49","132.12","132.12","EUR"
5105601856,4500001657,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-20","22574.79","22574.79","37.01","37.01","EUR"
5105601863,4500001663,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-21","9644.08","9644.08","132.11","132.11","EUR"
5105601870,4500001670,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-21","28087.43","28087.43","37.01","37.01","EUR"
5105601875,4500001675,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-22","8491.92","8491.92","132.69","132.69","EUR"
5105601882,4500001682,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-22","27392.14","27392.14","37.17","37.17","EUR"
5105601897,4500001695,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-23","7326.40","7326.40","133.21","133.21","EUR"
5105601906,4500001706,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-23","30932.50","30932.50","37.31","37.31","EUR"
5105601911,4500001711,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-24","12921.11","12921.11","133.21","133.21","EUR"
5105601918,4500001718,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-24","24178.84","24178.84","37.31","37.31","EUR"
5105601923,4500001723,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-25","12388.28","12388.28","133.21","133.21","EUR"
5105601930,4500001730,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-25","14701.33","14701.33","37.31","37.31","EUR"
5105601935,4500001735,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-26","13967.33","13967.33","134.30","134.30","EUR"
5105601942,4500001742,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-26","35136.58","35136.58","37.62","37.62","EUR"
5105601949,4500001749,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-27","14158.12","14158.12","133.57","133.57","EUR"
5105601956,4500001756,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-27","19043.63","19043.63","37.41","37.41","EUR"
5105601961,4500001762,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-28","7322.46","7322.46","133.14","133.14","EUR"
5105601968,4500001769,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-28","19616.08","19616.08","37.29","37.29","EUR"
5105601969,4500001770,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-09-28","8573.60","8573.60","62.13","62.13","EUR"
5105601973,4500001774,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-29","7570.56","7570.56","132.82","132.82","EUR"
5105601980,4500001781,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-29","22619.81","22619.81","37.20","37.20","EUR"
5105601981,4500001782,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-09-29","16238.43","16238.43","61.98","61.98","EUR"
5105601995,4500001794,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-09-30","17932.22","17932.22","132.83","132.83","EUR"
5105602005,4500001806,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-09-30","19161.96","19161.96","37.21","37.21","EUR"
5105602006,4500001807,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-09-30","18471.68","18471.68","61.99","61.99","EUR"
5105602010,4500001811,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-10-01","12220.48","12220.48","132.83","132.83","EUR"
5105602017,4500001818,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-10-01","3125.45","3125.45","37.21","37.21","EUR"
5105602018,4500001819,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-10-01","5454.72","5454.72","61.99","61.99","EUR"
5105602023,4500001823,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-10-02","11689.15","11689.15","132.83","132.83","EUR"
5105602030,4500001830,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-10-02","24929.15","24929.15","37.21","37.21","EUR"
5105602031,4500001831,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-10-02","14008.72","14008.72","61.99","61.99","EUR"
5105602035,4500001835,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-10-03","9962.35","9962.35","132.83","132.83","EUR"
5105602042,4500001842,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-10-03","32854.39","32854.39","37.21","37.21","EUR"
5105602043,4500001843,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-10-03","35083.79","35083.79","61.99","61.99","EUR"
5105602047,4500001847,"USSU-VSF01","MZ-RM-R100-01","ZFRAME","2016-10-04","12238.53","12238.53","133.03","133.03","EUR"
5105602047,4500001847,"USSU-VSF01","MZ-RM-R100-05","ZWHEEL","2016-10-04","959.82","959.82","5.22","5.22","EUR"
5105602054,4500001854,"USSU-VSF01","MZ-TG-Y120","ZYOUTH","2016-10-04","25897.55","25897.55","37.26","37.26","EUR"
5105602055,4500001855,"USSU-VSF01","MZ-TG-Y200","ZYOUTH","2016-10-04","18809.35","18809.35","62.08","62.08","EUR"
