"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-26","1700000017",2,"KA","",3,"1000.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1900000579",1,"KR","",3,"-111.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000175",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000174",2,"KZ","",3,"100.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1700000066",1,"KG","",3,"40.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000173",2,"KZ","",3,"100.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1700000065",1,"KG","",3,"30.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000172",2,"KZ","",3,"100.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1700000064",1,"KG","",3,"20.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000171",2,"KZ","",3,"100.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1700000063",1,"KG","",3,"10.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000170",2,"KZ","",3,"100.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1500000459",2,"KZ","",3,"10.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000169",2,"KZ","",3,"100.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1500000458",2,"KZ","",3,"10.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000168",2,"KZ","",3,"200.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-04","1500000457",2,"KZ","",3,"10.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-26","1500000167",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1900001227",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000103",2,"KZ","",3,"110.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1900000578",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000102",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1900000577",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000101",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1900000576",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000100",2,"KZ","",3,"100.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1500000456",2,"KZ","",3,"10.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000099",2,"KZ","",3,"100.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1500000455",2,"KZ","",3,"10.00","EUR","",2016
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-03","1500000454",2,"KZ","",3,"10.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000098",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1900001212",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000097",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1900000575",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000096",2,"KZ","",3,"100.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1900000574",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-26","1500000092",2,"KZ","",3,"105.26","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1900000573",1,"KR","",3,"-1190.00","EUR","",2016
"12","WTY Dealer WTY Dealer","F001","Tools Inc. Europe",0,2,0,"2015-08-25","5100000162",1,"RE","",3,"-1190.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1500000453",2,"KZ","",3,"10.00","EUR","",2016
"FIO-CHRV01","First Electronics Shop","F001","Tools Inc. Europe",0,2,0,"2015-08-25","5100000159",1,"RE","",3,"-100.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1500000452",2,"KZ","",3,"10.00","EUR","",2016
"FIO-CHRV01","First Electronics Shop","F001","Tools Inc. Europe",0,2,0,"2015-08-25","5100000158",1,"RE","",3,"-1210.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-02","1500000451",2,"KZ","",3,"10.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-25","5100000157",1,"RE","",3,"-10.00","EUR","",2015
"F3V1","Berlin Stahl GmbH","F010","Wind Turbine Inc. Europe",0,2,0,"2015-08-25","5100000108",1,"RE","",3,"-10.00","EUR","",2015
"HHVEND0001","HHTestVendor0001","0001","SAP A.G.",0,2,0,"2015-08-25","5100000069",1,"RE","",3,"-123.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1900001203",1,"KR","",3,"-1190.00","EUR","",2016
"TEST","Supplier for the Queen Supplier","0001","SAP A.G.",0,2,0,"2015-08-25","5100000045",1,"RE","",3,"15.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1900001193",1,"KR","",3,"-1190.00","EUR","",2016
"TEST","Supplier for the Queen Supplier","0001","SAP A.G.",0,2,0,"2015-08-25","5100000044",1,"RE","",3,"-15.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1900001180",1,"KR","",3,"-1190.00","EUR","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-25","5100000043",1,"RE","",3,"-5.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1900000572",1,"KR","",3,"-1190.00","EUR","",2016
"ASTRID","Rocky Beach Ghost Rail","0001","SAP A.G.",0,2,0,"2015-08-25","5100000041",1,"RE","",3,"20000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1900000571",1,"KR","",3,"-1190.00","EUR","",2016
"ASTRID","Rocky Beach Ghost Rail","0001","SAP A.G.",0,2,0,"2015-08-25","5100000040",1,"RE","",3,"-20000.00","EUR","",2015
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-25","5100000039",1,"RE","",3,"-5.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1900000570",1,"KR","",3,"-1190.00","EUR","",2016
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-25","1900000444",1,"KR","",3,"-1000.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-25","1900000443",1,"KR","",3,"-1000.00","EUR","",2015
"TESTMR01","TESTMR01","MR01","TEST Markus Reinkunz",0,2,0,"2016-01-01","1900000002",1,"KR","",3,"-6578.95","EUR","",2016
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-25","1900000442",1,"KR","",3,"-1000.00","EUR","",2015
"TESTMR01","TESTMR01","MR01","TEST Markus Reinkunz",0,2,0,"2016-01-01","1900000001",1,"KR","",3,"-10526.32","EUR","",2016
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-25","1900000441",1,"KR","",3,"-1000.00","EUR","",2015
"T002","t002","T002","TP Inc. Europe",0,2,0,"2016-01-01","1900000001",1,"KR","",3,"-65.79","EUR","",2016
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-25","1900000440",1,"KR","",3,"-1000.00","EUR","",2015
"GLXX","glx glxx","GLXX","Test NEWL mit Split",0,2,0,"2016-01-01","1900000000",1,"KR","",3,"-10000.00","CHF","",2016
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2015-08-25","1500000166",2,"KZ","",3,"10.64","EUR","",2015
"TESTMR01","TESTMR01","MR01","TEST Markus Reinkunz",0,2,0,"2016-01-01","1900000000",1,"KR","",3,"-10000.00","EUR","",2016
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2015-08-25","1500000165",2,"KZ","",3,"1181.91","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1500000450",2,"KZ","",3,"10.00","EUR","",2016
"F1V9","Appawa Controls Co.\, Ltd","F001","Tools Inc. Europe",0,2,0,"2015-08-25","1500000164",2,"KZ","",3,"1063.83","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1500000449",2,"KZ","",3,"10.00","EUR","",2016
"F1V9","Appawa Controls Co.\, Ltd","F001","Tools Inc. Europe",0,2,0,"2015-08-25","1500000163",2,"KZ","",3,"129954514.74","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2016-01-01","1500000448",2,"KZ","",3,"10.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-25","1500000162",2,"KZ","",3,"909172550.01","EUR","",2015
"T001","T001","T001","TP AG",0,2,0,"2016-01-01","1500000004",2,"KZ","",3,"133.76","CHF","",2016
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-25","1500000091",2,"KZ","",3,"105.26","EUR","",2015
"T002","t002","T002","TP Inc. Europe",0,2,0,"2016-01-01","1500000002",2,"KZ","",3,"77.00","EUR","",2016
"RACER AG","RACER AG","F001","Tools Inc. Europe",0,2,0,"2015-08-24","5100000155",1,"RE","",3,"-35000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-31","5100000235",1,"RE","",3,"-1190.00","EUR","",2016
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-08-24","5100000154",1,"RE","",3,"-50.00","EUR","",2015
"F3V1","Berlin Stahl GmbH","F010","Wind Turbine Inc. Europe",0,2,0,"2015-12-31","5100000115",1,"RE","",3,"-3600.00","EUR","",2015
"769","Hammer & Nagel","F001","Tools Inc. Europe",0,2,0,"2015-08-24","5100000153",1,"RE","",3,"-440.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900001165",1,"KR","",3,"-1190.00","EUR","",2015
"ASTRID","Rocky Beach Ghost Rail","0001","SAP A.G.",0,2,0,"2015-08-24","5100000038",1,"RE","",3,"-20.00","EUR","",2015
"ASTRID","Rocky Beach Ghost Rail","0001","SAP A.G.",0,2,0,"2015-08-24","5100000037",1,"RE","",3,"-10.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900000569",1,"KR","",3,"-1190.00","EUR","",2015
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-24","5100000036",1,"RE","",3,"-24.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900000568",1,"KR","",3,"-1190.00","EUR","",2015
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-24","5100000035",1,"RE","",3,"-10.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900000567",1,"KR","",3,"-1190.00","EUR","",2015
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-24","1900000439",1,"KR","",3,"-1000.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-24","1900000437",1,"KR","",3,"-1000.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900000566",1,"KR","",3,"-33.60","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-24","1900000436",1,"KR","",3,"-1000.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900000565",1,"KR","",3,"-63.83","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-24","1900000435",1,"KR","",3,"-1000.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-24","1900000434",1,"KR","",3,"-1000.00","EUR","",2015
"F1V0","Legend assembly Co.\,Ltd.","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1900000564",1,"KR","",3,"-50.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-24","1900000433",1,"KR","",3,"-1000.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-24","1900000104",1,"KR","",3,"-3000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1500000447",2,"KZ","",3,"10.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-24","1700000014",2,"KA","",3,"2000.00","EUR","",2015
"1000143","VenCo Ltd","0001","SAP A.G.",0,2,0,"2015-08-24","1500000089",2,"KZ","",3,"11.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1500000446",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-23","1900000432",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-31","1500000445",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-23","1900000431",1,"KR","",3,"-1000.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-23","1900000430",1,"KR","",3,"-1000.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-23","1900000429",1,"KR","",3,"-1000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1900001150",1,"KR","",3,"-1190.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-23","1900000428",1,"KR","",3,"-1000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1900000563",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-23","1900000100",1,"KR","",3,"-1100000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1900000552",1,"KR","",3,"-1190.00","EUR","",2015
"FQM_VE01","FQM_VE01","FQM2","FQM2",0,2,0,"2015-08-23","1900000000",1,"KR","",3,"-2000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1900000551",1,"KR","",3,"-1190.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-22","1900000427",1,"KR","",3,"-1000.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-22","1900000426",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1500000444",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-22","1900000425",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1500000443",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-22","1900000424",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-30","1500000442",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-22","1900000423",1,"KR","",3,"-1000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1900001141",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-22","1900000103",1,"KR","",3,"-1000000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1900000550",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-22","1900000102",1,"KR","",3,"-1000000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1900000549",1,"KR","",3,"-1190.00","EUR","",2015
"ZZZ1-VX02","ZZZ1 Vendor b","ZZZ1","ZZZ1 Company 1",0,2,0,"2015-08-21","8000000010",1,"RE","",3,"-80.00","CAD","",2015
"RACER AG","RACER AG","F001","Tools Inc. Europe",0,2,0,"2015-08-21","5100000152",1,"RE","",3,"-35050.00","EUR","",2015
"F3V1","Berlin Stahl GmbH","F010","Wind Turbine Inc. Europe",0,2,0,"2015-08-21","5100000107",1,"RE","",3,"-240.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1900000548",1,"KR","",3,"-1190.00","EUR","",2015
"312","Vendor 1st for 0001","0001","SAP A.G.",0,2,0,"2015-08-21","5100000034",1,"RE","",3,"-5.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1900000547",1,"KR","",3,"-1190.00","EUR","",2015
"1000036","VENDYK01","0001","SAP A.G.",0,2,0,"2015-08-21","5100000033",1,"RE","",3,"9.52","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-21","1900000417",1,"KR","",3,"-1000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1900000546",1,"KR","",3,"-1190.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-21","1900000416",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1500000441",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-21","1900000415",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1500000440",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-21","1900000414",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1500000439",2,"KZ","",3,"10.00","EUR","",2015
"UNIT_FRA!_","Mouse","0001","SAP A.G.",0,2,0,"2015-08-21","1900000413",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1500000438",2,"KZ","",3,"10.00","EUR","",2015
"FQM_VE01","FQM_VE01","F001","Tools Inc. Europe",0,2,0,"2015-08-21","1900000278",1,"KR","",3,"-1000.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-29","1500000437",2,"KZ","",3,"10.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-21","1900000101",1,"KR","",3,"-2000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1900000544",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-21","1900000099",1,"KR","",3,"-2000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1900000543",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-21","1900000098",1,"KR","",3,"-1100000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1900000542",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-21","1900000097",1,"KR","",3,"-2000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1900000541",1,"KR","",3,"-1190.00","EUR","",2015
"SATVEN01","Test Vendor for SFIN 1511(SAT) Test Vendor for SFIN 1511(SAT)","FQM1","FQM1",0,2,0,"2015-08-21","1900000094",1,"KR","",3,"-1100000.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1900000540",1,"KR","",3,"-1190.00","EUR","",2015
"F1V1","Hessen Manufakturbetrieb GmbH","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1900000539",1,"KR","",3,"-1190.00","EUR","",2015
"WX001","WX001 Payment","F001","Tools Inc. Europe",0,2,0,"2015-12-28","1500000436",2,"KZ","",3,"10.00","EUR","",2015
